time,date,dealer_id,part_type,failure
1,2026-01-01,D00,type0,0
2,2026-01-02,D00,type0,0
3,2026-01-03,D00,type0,0
4,2026-01-04,D00,type0,0
5,2026-01-05,D00,type0,0
6,2026-01-06,D00,type0,0
7,2026-01-07,D00,type0,0
8,2026-01-08,D00,type0,0
9,2026-01-09,D00,type0,0
10,2026-01-10,D00,type0,0
11,2026-01-11,D00,type0,5
12,2026-01-12,D00,type0,0
13,2026-01-13,D00,type0,0
14,2026-01-14,D00,type0,0
15,2026-01-15,D00,type0,0
16,2026-01-16,D00,type0,0
17,2026-01-17,D00,type0,4
18,2026-01-18,D00,type0,0
19,2026-01-19,D00,type0,0
20,2026-01-20,D00,type0,0
21,2026-01-21,D00,type0,0
22,2026-01-22,D00,type0,0
23,2026-01-23,D00,type0,0
24,2026-01-24,D00,type0,3
25,2026-01-25,D00,type0,0
26,2026-01-26,D00,type0,0
27,2026-01-27,D00,type0,0
28,2026-01-28,D00,type0,0
29,2026-01-29,D00,type0,0
30,2026-01-30,D00,type0,0
31,2026-01-31,D00,type0,0
32,2026-02-01,D00,type0,0
33,2026-02-02,D00,type0,0
34,2026-02-03,D00,type0,0
35,2026-02-04,D00,type0,0
36,2026-02-05,D00,type0,0
37,2026-02-06,D00,type0,0
38,2026-02-07,D00,type0,0
39,2026-02-08,D00,type0,0
40,2026-02-09,D00,type0,0
41,2026-02-10,D00,type0,0
42,2026-02-11,D00,type0,0
43,2026-02-12,D00,type0,0
44,2026-02-13,D00,type0,0
45,2026-02-14,D00,type0,0
46,2026-02-15,D00,type0,0
47,2026-02-16,D00,type0,0
48,2026-02-17,D00,type0,0
49,2026-02-18,D00,type0,0
50,2026-02-19,D00,type0,0
51,2026-02-20,D00,type0,0
52,2026-02-21,D00,type0,8
53,2026-02-22,D00,type0,0
54,2026-02-23,D00,type0,0
55,2026-02-24,D00,type0,7
56,2026-02-25,D00,type0,0
57,2026-02-26,D00,type0,0
58,2026-02-27,D00,type0,0
59,2026-02-28,D00,type0,0
60,2026-03-01,D00,type0,5
61,2026-03-02,D00,type0,0
62,2026-03-03,D00,type0,0
63,2026-03-04,D00,type0,4
64,2026-03-05,D00,type0,0
65,2026-03-06,D00,type0,0
66,2026-03-07,D00,type0,0
67,2026-03-08,D00,type0,4
68,2026-03-09,D00,type0,0
69,2026-03-10,D00,type0,0
70,2026-03-11,D00,type0,0
71,2026-03-12,D00,type0,10
72,2026-03-13,D00,type0,0
73,2026-03-14,D00,type0,0
74,2026-03-15,D00,type0,0
75,2026-03-16,D00,type0,0
76,2026-03-17,D00,type0,0
77,2026-03-18,D00,type0,0
78,2026-03-19,D00,type0,0
79,2026-03-20,D00,type0,0
80,2026-03-21,D00,type0,0
81,2026-03-22,D00,type0,0
82,2026-03-23,D00,type0,0
83,2026-03-24,D00,type0,0
84,2026-03-25,D00,type0,0
85,2026-03-26,D00,type0,0
86,2026-03-27,D00,type0,0
87,2026-03-28,D00,type0,0
88,2026-03-29,D00,type0,0
89,2026-03-30,D00,type0,0
90,2026-03-31,D00,type0,0
91,2026-04-01,D00,type0,0
92,2026-04-02,D00,type0,0
93,2026-04-03,D00,type0,0
94,2026-04-04,D00,type0,0
95,2026-04-05,D00,type0,0
96,2026-04-06,D00,type0,0
97,2026-04-07,D00,type0,0
98,2026-04-08,D00,type0,0
99,2026-04-09,D00,type0,0
100,2026-04-10,D00,type0,0
101,2026-04-11,D00,type0,0
102,2026-04-12,D00,type0,0
103,2026-04-13,D00,type0,0
104,2026-04-14,D00,type0,0
105,2026-04-15,D00,type0,0
106,2026-04-16,D00,type0,0
107,2026-04-17,D00,type0,0
108,2026-04-18,D00,type0,0
109,2026-04-19,D00,type0,4
110,2026-04-20,D00,type0,0
111,2026-04-21,D00,type0,0
112,2026-04-22,D00,type0,0
113,2026-04-23,D00,type0,0
114,2026-04-24,D00,type0,0
115,2026-04-25,D00,type0,9
116,2026-04-26,D00,type0,0
117,2026-04-27,D00,type0,0
118,2026-04-28,D00,type0,7
119,2026-04-29,D00,type0,0
120,2026-04-30,D00,type0,0
121,2026-05-01,D00,type0,0
122,2026-05-02,D00,type0,0
123,2026-05-03,D00,type0,0
124,2026-05-04,D00,type0,0
125,2026-05-05,D00,type0,0
126,2026-05-06,D00,type0,0
127,2026-05-07,D00,type0,0
128,2026-05-08,D00,type0,0
129,2026-05-09,D00,type0,0
130,2026-05-10,D00,type0,0
131,2026-05-11,D00,type0,0
132,2026-05-12,D00,type0,0
133,2026-05-13,D00,type0,0
134,2026-05-14,D00,type0,0
135,2026-05-15,D00,type0,0
136,2026-05-16,D00,type0,0
137,2026-05-17,D00,type0,0
138,2026-05-18,D00,type0,0
139,2026-05-19,D00,type0,0
140,2026-05-20,D00,type0,0
141,2026-05-21,D00,type0,0
142,2026-05-22,D00,type0,0
143,2026-05-23,D00,type0,0
144,2026-05-24,D00,type0,0
145,2026-05-25,D00,type0,0
146,2026-05-26,D00,type0,0
147,2026-05-27,D00,type0,0
148,2026-05-28,D00,type0,0
149,2026-05-29,D00,type0,0
150,2026-05-30,D00,type0,0
151,2026-05-31,D00,type0,0
152,2026-06-01,D00,type0,0
153,2026-06-02,D00,type0,0
154,2026-06-03,D00,type0,0
155,2026-06-04,D00,type0,0
156,2026-06-05,D00,type0,0
157,2026-06-06,D00,type0,0
158,2026-06-07,D00,type0,0
159,2026-06-08,D00,type0,0
160,2026-06-09,D00,type0,0
161,2026-06-10,D00,type0,0
162,2026-06-11,D00,type0,0
163,2026-06-12,D00,type0,0
164,2026-06-13,D00,type0,0
165,2026-06-14,D00,type0,0
166,2026-06-15,D00,type0,0
167,2026-06-16,D00,type0,0
168,2026-06-17,D00,type0,0
169,2026-06-18,D00,type0,0
170,2026-06-19,D00,type0,0
171,2026-06-20,D00,type0,0
172,2026-06-21,D00,type0,0
173,2026-06-22,D00,type0,0
174,2026-06-23,D00,type0,0
175,2026-06-24,D00,type0,0
176,2026-06-25,D00,type0,0
177,2026-06-26,D00,type0,0
178,2026-06-27,D00,type0,0
179,2026-06-28,D00,type0,0
180,2026-06-29,D00,type0,0
181,2026-06-30,D00,type0,0
182,2026-07-01,D00,type0,1
183,2026-07-02,D00,type0,0
184,2026-07-03,D00,type0,0
185,2026-07-04,D00,type0,0
186,2026-07-05,D00,type0,0
187,2026-07-06,D00,type0,0
188,2026-07-07,D00,type0,0
189,2026-07-08,D00,type0,0
190,2026-07-09,D00,type0,0
191,2026-07-10,D00,type0,0
192,2026-07-11,D00,type0,0
193,2026-07-12,D00,type0,0
194,2026-07-13,D00,type0,0
195,2026-07-14,D00,type0,0
196,2026-07-15,D00,type0,0
197,2026-07-16,D00,type0,0
198,2026-07-17,D00,type0,0
199,2026-07-18,D00,type0,0
200,2026-07-19,D00,type0,0
201,2026-07-20,D00,type0,0
202,2026-07-21,D00,type0,0
203,2026-07-22,D00,type0,0
204,2026-07-23,D00,type0,0
205,2026-07-24,D00,type0,0
206,2026-07-25,D00,type0,0
207,2026-07-26,D00,type0,0
208,2026-07-27,D00,type0,0
209,2026-07-28,D00,type0,0
210,2026-07-29,D00,type0,0
211,2026-07-30,D00,type0,0
212,2026-07-31,D00,type0,0
213,2026-08-01,D00,type0,0
214,2026-08-02,D00,type0,0
215,2026-08-03,D00,type0,0
216,2026-08-04,D00,type0,0
217,2026-08-05,D00,type0,0
218,2026-08-06,D00,type0,0
219,2026-08-07,D00,type0,0
220,2026-08-08,D00,type0,0
221,2026-08-09,D00,type0,0
222,2026-08-10,D00,type0,0
223,2026-08-11,D00,type0,0
224,2026-08-12,D00,type0,9
225,2026-08-13,D00,type0,0
226,2026-08-14,D00,type0,0
227,2026-08-15,D00,type0,10
228,2026-08-16,D00,type0,0
229,2026-08-17,D00,type0,0
230,2026-08-18,D00,type0,0
231,2026-08-19,D00,type0,0
232,2026-08-20,D00,type0,0
233,2026-08-21,D00,type0,0
234,2026-08-22,D00,type0,0
235,2026-08-23,D00,type0,0
236,2026-08-24,D00,type0,0
237,2026-08-25,D00,type0,0
238,2026-08-26,D00,type0,0
239,2026-08-27,D00,type0,0
240,2026-08-28,D00,type0,0
241,2026-08-29,D00,type0,0
242,2026-08-30,D00,type0,0
243,2026-08-31,D00,type0,0
244,2026-09-01,D00,type0,0
245,2026-09-02,D00,type0,0
246,2026-09-03,D00,type0,0
247,2026-09-04,D00,type0,0
248,2026-09-05,D00,type0,0
249,2026-09-06,D00,type0,0
250,2026-09-07,D00,type0,0
251,2026-09-08,D00,type0,0
252,2026-09-09,D00,type0,0
253,2026-09-10,D00,type0,0
254,2026-09-11,D00,type0,0
255,2026-09-12,D00,type0,0
256,2026-09-13,D00,type0,0
257,2026-09-14,D00,type0,0
258,2026-09-15,D00,type0,0
259,2026-09-16,D00,type0,0
260,2026-09-17,D00,type0,0
261,2026-09-18,D00,type0,0
262,2026-09-19,D00,type0,0
263,2026-09-20,D00,type0,0
264,2026-09-21,D00,type0,0
265,2026-09-22,D00,type0,0
266,2026-09-23,D00,type0,0
267,2026-09-24,D00,type0,0
268,2026-09-25,D00,type0,0
269,2026-09-26,D00,type0,0
270,2026-09-27,D00,type0,0
271,2026-09-28,D00,type0,0
272,2026-09-29,D00,type0,0
273,2026-09-30,D00,type0,0
274,2026-10-01,D00,type0,0
275,2026-10-02,D00,type0,0
276,2026-10-03,D00,type0,0
277,2026-10-04,D00,type0,0
278,2026-10-05,D00,type0,0
279,2026-10-06,D00,type0,1
280,2026-10-07,D00,type0,0
281,2026-10-08,D00,type0,0
282,2026-10-09,D00,type0,0
283,2026-10-10,D00,type0,0
284,2026-10-11,D00,type0,0
285,2026-10-12,D00,type0,0
286,2026-10-13,D00,type0,0
287,2026-10-14,D00,type0,0
288,2026-10-15,D00,type0,0
289,2026-10-16,D00,type0,0
290,2026-10-17,D00,type0,0
291,2026-10-18,D00,type0,0
292,2026-10-19,D00,type0,0
293,2026-10-20,D00,type0,0
294,2026-10-21,D00,type0,0
295,2026-10-22,D00,type0,0
296,2026-10-23,D00,type0,0
297,2026-10-24,D00,type0,0
298,2026-10-25,D00,type0,0
299,2026-10-26,D00,type0,0
300,2026-10-27,D00,type0,0
301,2026-10-28,D00,type0,0
302,2026-10-29,D00,type0,0
303,2026-10-30,D00,type0,0
304,2026-10-31,D00,type0,0
305,2026-11-01,D00,type0,0
306,2026-11-02,D00,type0,0
307,2026-11-03,D00,type0,0
308,2026-11-04,D00,type0,0
309,2026-11-05,D00,type0,0
310,2026-11-06,D00,type0,0
311,2026-11-07,D00,type0,0
312,2026-11-08,D00,type0,0
313,2026-11-09,D00,type0,0
314,2026-11-10,D00,type0,0
315,2026-11-11,D00,type0,0
316,2026-11-12,D00,type0,0
317,2026-11-13,D00,type0,0
318,2026-11-14,D00,type0,0
319,2026-11-15,D00,type0,0
320,2026-11-16,D00,type0,0
321,2026-11-17,D00,type0,0
322,2026-11-18,D00,type0,0
323,2026-11-19,D00,type0,0
324,2026-11-20,D00,type0,0
325,2026-11-21,D00,type0,0
326,2026-11-22,D00,type0,0
327,2026-11-23,D00,type0,0
328,2026-11-24,D00,type0,0
329,2026-11-25,D00,type0,0
330,2026-11-26,D00,type0,0
331,2026-11-27,D00,type0,0
332,2026-11-28,D00,type0,0
333,2026-11-29,D00,type0,0
334,2026-11-30,D00,type0,0
335,2026-12-01,D00,type0,0
336,2026-12-02,D00,type0,0
337,2026-12-03,D00,type0,0
338,2026-12-04,D00,type0,0
339,2026-12-05,D00,type0,0
340,2026-12-06,D00,type0,0
341,2026-12-07,D00,type0,0
342,2026-12-08,D00,type0,0
343,2026-12-09,D00,type0,0
344,2026-12-10,D00,type0,0
345,2026-12-11,D00,type0,0
346,2026-12-12,D00,type0,0
347,2026-12-13,D00,type0,0
348,2026-12-14,D00,type0,0
349,2026-12-15,D00,type0,0
350,2026-12-16,D00,type0,0
351,2026-12-17,D00,type0,0
352,2026-12-18,D00,type0,0
353,2026-12-19,D00,type0,0
354,2026-12-20,D00,type0,0
355,2026-12-21,D00,type0,0
356,2026-12-22,D00,type0,0
357,2026-12-23,D00,type0,1
358,2026-12-24,D00,type0,0
359,2026-12-25,D00,type0,0
360,2026-12-26,D00,type0,0
361,2026-12-27,D00,type0,0
362,2026-12-28,D00,type0,0
363,2026-12-29,D00,type0,0
364,2026-12-30,D00,type0,0
365,2026-12-31,D00,type0,0
